epoch,epoch_seconds,train_loss,train_dice,val_loss,val_dice,val_iou,lr,vram_allocated_mb,vram_reserved_mb
41,134.33038783073425,0.018610485430008067,0.978257737680523,0.08601147267553541,0.9445816867444083,0.8964222236052044,1.3924954082431155e-06,352.27490234375,2594.0
42,134.33059072494507,0.018525933620999597,0.9783187418996929,0.08545855828930461,0.9445438473772886,0.8963494493882459,8.317050813874547e-07,352.27490234375,2594.0
43,134.03161692619324,0.018470088622807142,0.9783490701524432,0.08329456024581477,0.9445612575489178,0.8963915238382222,4.26693369029605e-07,352.27490234375,2594.0
44,134.02366518974304,0.01839945862118252,0.9783826263729699,0.08587474993888349,0.9444856388780357,0.8962506975143943,1.8189766424431266e-07,352.27490234375,2594.0
45,134.02914094924927,0.018330909535736743,0.9785552613720865,0.08488763812633734,0.9445552051334264,0.8963721394517515,3e-05,352.27490234375,2594.0
46,133.8536913394928,0.041595707841605725,0.9541351543160861,0.07059819410954203,0.9416218229504003,0.8913673998446177,2.9979511544580877e-05,352.27490234375,2594.0
47,134.06142926216125,0.02951245223226134,0.9663234025777461,0.06929780859204512,0.9442391255819308,0.8955892823028426,2.9918102335755688e-05,352.27490234375,2594.0
48,135.03425812721252,0.025701805999603325,0.9709201547091375,0.07027955169952105,0.9428212202150225,0.8934889917195145,2.981594069189731e-05,352.27490234375,2594.0
49,134.03694009780884,0.03483034933325583,0.96055528539455,0.07144195524354775,0.9420280805433152,0.8921361360533979,2.9673306630970396e-05,352.27490234375,2594.0
50,134.56644487380981,0.027945983497974627,0.968608186813538,0.069968569314196,0.9411133013995909,0.8906535434127758,2.9490591103021572e-05,352.27490234375,2594.0
51,133.82151889801025,0.02425308697828967,0.9722521491423398,0.0705536844001876,0.9443663578018242,0.896249459205343,2.9268294918612546e-05,352.27490234375,2594.0
52,134.26356673240662,0.022717404442434322,0.9737158207472913,0.07337397880970485,0.94387993911651,0.8954056820414668,2.9007027376133165e-05,352.27490234375,2594.0
53,133.56794023513794,0.021355344092693622,0.9751217596994374,0.07931076398208028,0.942000538255368,0.8922218744123518,2.8707504591756882e-05,352.27490234375,2594.0
54,133.68288278579712,0.020469416192320282,0.9762298966457467,0.0768726740682882,0.9437816193456477,0.8950672335439561,2.8370547536616098e-05,352.27490234375,2594.0
55,133.89327239990234,0.01969253985521072,0.9770690555085161,0.07725634706753587,0.943364712517031,0.8943769994506404,2.7997079786577362e-05,352.27490234375,2594.0
56,134.02482533454895,0.020593222523694166,0.9765663227002941,0.07714259538740392,0.9443682369728859,0.8961339568024486,2.758812499078409e-05,352.27490234375,2594.0
57,133.89493012428284,0.019534882333480524,0.97723957508026,0.07847340588295271,0.9439895179017446,0.8954811586818083,2.7144804065905464e-05,352.27490234375,2594.0
58,134.15415740013123,0.01888699701918151,0.9780133492005373,0.0828902003251844,0.9434603769220767,0.8945777123080445,2.6668332123781716e-05,352.27490234375,2594.0
59,133.8408784866333,0.018256360814273953,0.9786952446123403,0.08095078182125849,0.9437135606123604,0.8948880201350881,2.6160015140887046e-05,352.27490234375,2594.0
60,133.7807641029358,0.01787517340723164,0.9791552852055353,0.08524928307012906,0.9431835711363743,0.8940745891003464,2.5621246378738887e-05,352.27490234375,2594.0
