epoch,train_loss,train_dice,train_iou,train_accuracy,val_loss,val_dice,val_iou,val_accuracy,test_loss,test_dice,test_iou,test_accuracy,seconds,peak_allocated_mb,peak_reserved_mb,power_draw_w_mean,power_draw_w_max,power_draw_w_rms,gpu_util_percent_mean,gpu_util_percent_max,memory_used_mb_mean,memory_used_mb_max,temperature_c_mean,temperature_c_max,gpu_samples
30,0.10758325925391551,0.9528621879853602,0.9101051071028071,0.9850982530849186,0.1823289769887924,0.9256403079399695,0.8634281479395353,0.9784257595355694,0.5977853401899338,0.8202495820522309,0.6989683390855789,0.9575864524841309,258.87887870002305,676.55078125,864.0,36.06531524658203,40.060001373291016,36.12915802001953,21.484375,91.0,2207.3125,2211.0,42.84375,45.0,128
31,0.10754561641640473,0.9528330245355922,0.9100696683868649,0.9851238614930882,0.1382861006259918,0.9362357350496145,0.8818503526540903,0.9810133713942307,0.40749789208173753,0.8698716309070588,0.7713372784852982,0.9674216957092285,250.5159136999864,676.55078125,864.0,35.79548645019531,39.20000076293945,35.84513854980469,22.733871459960938,100.0,2207.16943359375,2211.0,47.935482025146484,50.0,124
32,0.10708872036812868,0.9530146588960032,0.9103962147799064,0.9851482365075059,0.1680818158388138,0.9322560750521146,0.8747387711818402,0.9803622319148138,0.5187876403927804,0.8492968933582306,0.740622820854187,0.9633569297790527,249.4315968999872,676.55078125,864.0,36.51548385620117,40.040000915527344,36.57185745239258,24.15322494506836,93.0,2207.2177734375,2211.0,47.76612854003906,52.0,124
33,0.1058748901742265,0.9535810770246926,0.9114223311501225,0.985339911903922,0.14277964413166047,0.9338803566419162,0.877666189120366,0.9800835389357346,0.3702384947538376,0.8782033157348633,0.7840465116500854,0.9689151840209961,249.86107530002482,676.55078125,864.0,36.406211853027344,40.060001373291016,36.4615364074707,23.25806427001953,88.0,2207.2822265625,2211.0,43.314517974853516,47.0,124
34,0.1060814283615618,0.9535285374076348,0.9113291310747778,0.9853399926283228,0.13587679862976074,0.933147824727572,0.8763567255093501,0.9796235011174128,0.2995392059087753,0.8951982820034027,0.8109947671890259,0.9726813659667969,248.75989849999314,676.55078125,864.0,36.08152770996094,39.939998626708984,36.136024475097656,24.274192810058594,90.0,2207.2822265625,2211.0,49.48387145996094,52.0,124
35,0.10527687985771333,0.9537908901849131,0.911805792117682,0.9853998394463006,0.13887328088283538,0.9320822174732502,0.8745411451046283,0.9791512122521033,0.35065670174360275,0.8777938728332519,0.7833204753398896,0.9686756134033203,254.63311220001196,676.55078125,864.0,36.54396438598633,40.400001525878906,36.59455871582031,20.22222137451172,97.0,2207.333251953125,2211.0,45.4603157043457,53.0,126
36,0.10516986217828969,0.953807665372458,0.9118327496089335,0.9854131157942644,0.13690454244613648,0.9363618309681232,0.8822830090155969,0.9809992129986103,0.37303685379028323,0.8797458395957947,0.7866985626220703,0.9694622993469239,251.63031540001975,676.55078125,864.0,36.04951095581055,40.439998626708984,36.10076904296875,23.775999069213867,100.0,2207.303955078125,2216.0,44.928001403808594,48.0,125
37,0.10422274878660759,0.9543015160194532,0.912727575015834,0.9855690152626339,0.13407498836517334,0.9383441026394184,0.8855777978897095,0.9817267931424655,0.3674303566813469,0.8817101078033447,0.7896699118614197,0.9702278900146485,254.7391343000345,676.55078125,864.0,36.252777099609375,41.0099983215332,36.30988311767578,15.79365062713623,97.0,2208.333251953125,2215.0,49.880950927734375,52.0,126
38,0.10381079287791029,0.9545105246343012,0.9131113074895904,0.9856087485636313,0.13710036158561706,0.9355087555371798,0.8806843986878028,0.980774659376878,0.37128358697891234,0.8802887318134308,0.7875303905010224,0.9694953994750977,250.39839520002715,676.55078125,864.0,36.694515228271484,40.86000061035156,36.76092529296875,18.217741012573242,93.0,2210.6533203125,2215.0,42.94355010986328,46.0,124
39,0.10427389003817468,0.9542223469713541,0.9126021879629826,0.9855527765168919,0.1314435601234436,0.9373110257662259,0.8836029767990112,0.9811331675602839,0.30664290660619736,0.894433491230011,0.8097577183246613,0.9726346206665039,248.24416100000963,676.55078125,864.0,35.871463775634766,39.7599983215332,35.92987060546875,20.487804412841797,100.0,2208.23583984375,2213.0,47.203250885009766,50.0,123
40,0.10355229408444884,0.9546187230217176,0.9133073194759098,0.9856865349717028,0.13362589597702026,0.9366112580666175,0.8826435345869797,0.980934950021597,0.36570520579814914,0.8809589214324951,0.7885009469985962,0.9695680160522461,250.88252010004362,676.55078125,864.0,36.39896011352539,40.5099983215332,36.45201110839844,24.695999145507812,100.0,2207.6240234375,2212.0,48.43199920654297,52.0,125
41,0.10282097290512844,0.9548497029880839,0.913728883064638,0.9857359307957446,0.14718596816062926,0.9266297267033503,0.8651099434265723,0.9772139329176682,0.3255953960418701,0.8876059701442719,0.7988559486865997,0.9707223587036132,249.43424979998963,676.55078125,864.0,36.261531829833984,40.68000030517578,36.3232307434082,20.362903594970703,85.0,2206.38720703125,2213.0,43.032257080078125,46.0,124
42,0.10269704595861792,0.954949273485837,0.913915551670893,0.9857643664352537,0.13237336575984954,0.9349676874967722,0.879509870822613,0.9802403816810021,0.32965687501430513,0.8871618287563324,0.7982944645881653,0.9708723640441894,250.44499780004844,676.55078125,864.0,36.33806228637695,40.0,36.38545227050781,17.879032135009766,78.0,2207.0966796875,2212.0,48.99193572998047,51.0,124
43,0.10282930186841804,0.9548816956638351,0.9137813146189442,0.9857440726963553,0.14232497215270995,0.9379106439076937,0.8845559541995709,0.9817975117610052,0.40759489649534225,0.8695215773582459,0.7707262406349182,0.9673124809265137,250.66548460000195,676.55078125,864.0,37.22056198120117,41.5099983215332,37.27998352050781,19.782258987426758,86.0,2208.193603515625,2212.0,46.3629035949707,53.0,124
44,0.10188346506707359,0.9552497227830211,0.9144598621083057,0.985871604108435,0.1419944554567337,0.9380523745830243,0.8851780845568731,0.9818352185762845,0.4442313972115517,0.8634126164913177,0.7614956922531128,0.9661798362731934,254.82531789998757,676.55078125,864.0,36.0372200012207,39.810001373291016,36.086795806884766,17.920635223388672,86.0,2208.198486328125,2212.0,44.20634841918945,48.0,126
45,0.10210314243958465,0.9552406260347742,0.9144559669213033,0.9858781878403792,0.13485020518302918,0.9370503975794866,0.8832723039847153,0.9810452094444861,0.4054002285003662,0.8737786087989807,0.7776746377944946,0.9681336250305176,251.61496360000456,676.55078125,864.0,36.262874603271484,40.380001068115234,36.318424224853516,18.79199981689453,100.0,2208.303955078125,2212.0,49.86399841308594,53.0,125
46,0.10147387015152706,0.9553919122444363,0.9147153591781151,0.9859264216085118,0.1364634895324707,0.937476281936352,0.883858859539032,0.9814829459557166,0.40905300933122635,0.8684488475322724,0.769351466178894,0.9669396018981934,249.3857211000286,676.55078125,864.0,36.82468032836914,41.95000076293945,36.878639221191406,20.080644607543945,100.0,2208.38720703125,2215.0,43.29838562011719,47.0,124
47,0.10116023091464398,0.9555300681844471,0.914966339553435,0.9859628527183232,0.1427212691307068,0.9328974577096792,0.8760155714475192,0.9797138067392203,0.40613175922632216,0.87081702876091,0.7728880941867828,0.9672075538635254,250.52857919997768,676.55078125,864.0,36.088470458984375,39.52000045776367,36.137332916259766,21.44354820251465,89.0,2208.08056640625,2212.0,46.6370964050293,50.0,124
48,0.10098798128699599,0.9556351759302335,0.9151542957608155,0.9859872164688711,0.13467366456985475,0.9396113478220426,0.8878264289635879,0.9823241600623498,0.4417201358675957,0.8668900575637818,0.7671501622200012,0.9670298690795899,250.18620709999232,676.55078125,864.0,36.49644470214844,39.7400016784668,36.544925689697266,19.830644607543945,93.0,2207.33056640625,2211.0,48.64516067504883,53.0,124
49,0.10050472032559687,0.9557956085195691,0.9154701494560467,0.9860412661484846,0.1346406227350235,0.934823778959421,0.8793133222139798,0.980193724999061,0.3569361081123352,0.883491278886795,0.7925343835353851,0.9701369895935058,255.0795691999956,676.55078125,864.0,36.33638000488281,40.43000030517578,36.413238525390625,24.393701553344727,91.0,2207.42529296875,2216.0,43.0157470703125,45.0,127
50,0.10018889957780965,0.9559293656837283,0.915684445049819,0.986088439235537,0.12468403935432434,0.9421654847952036,0.8922081910646878,0.9827050429124099,0.3631184674501419,0.8832052772045136,0.7922159550189972,0.9703724021911622,261.41593300004024,676.55078125,864.0,35.670692443847656,39.599998474121094,35.71902847290039,19.769229888916016,100.0,2207.369140625,2211.0,48.79230880737305,51.0,130
